id,module,supermodule,dim_1,dim_2
ENSMUSG00000030417,1,1,-0.565811434674681,-2.5804632088285
ENSMUSG00000001517,10,1,-14.5999111327414,8.28203376325554
ENSMUSG00000024610,2,2,0.0387044754739392,3.1324730733294
ENSMUSG00000067847,3,1,0.986409744333803,-2.17300895658546
ENSMUSG00000020022,1,1,-0.782300272870482,-1.31985727754646
ENSMUSG00000040229,8,2,-0.622033992696227,3.81819852384515
ENSMUSG00000032353,11,2,-0.384898105550231,-0.304267623100809
ENSMUSG00000015671,1,1,-0.282434979367675,-2.89180270639472
ENSMUSG00000035199,4,1,2.98386009604889,-3.70836917367988
ENSMUSG00000022283,8,2,-0.40883199303192,5.25380738767571
ENSMUSG00000022216,9,1,1.25351746947724,-0.700696379516653
ENSMUSG00000031591,2,2,-0.135474959302367,2.4201129296679
ENSMUSG00000024099,1,1,-0.191299954343261,-2.56931594816261
ENSMUSG00000023939,1,1,0.0562593546624768,-2.13782767263465
ENSMUSG00000028691,1,1,-0.810296932149352,-1.38242385593467
ENSMUSG00000029649,9,1,0.692322572779237,-1.21065757480674
ENSMUSG00000029918,1,1,0.933154186319886,-1.8085761448484
ENSMUSG00000037152,1,1,-0.72587642996353,-1.38083545175605
ENSMUSG00000021024,3,1,0.377018770289003,-3.18889824358039
ENSMUSG00000033379,8,2,-1.10613224833053,4.47722800764031
ENSMUSG00000028447,3,1,2.17205842406708,-3.1305679461103
ENSMUSG00000052336,8,2,-1.33916912405533,4.2399838784594
ENSMUSG00000026657,6,2,-1.82599235503715,6.06962665113396
ENSMUSG00000028581,2,2,-0.538256922650756,2.55701788457818
ENSMUSG00000026126,5,1,5.04372700126129,-2.15685240236335
ENSMUSG00000032359,8,2,-1.1710917147879,3.41379817518181
ENSMUSG00000029810,8,2,-0.311778703618468,5.0522249558825
ENSMUSG00000027076,9,1,0.69288714797455,-0.141647257481149
ENSMUSG00000024054,10,1,-14.434463897634,8.1140278199572
ENSMUSG00000038943,10,1,-14.7100557479147,8.86215861829705
ENSMUSG00000035530,4,1,3.17812784583527,-4.19365040269904
ENSMUSG00000057388,1,1,-1.09413943617386,-2.35977093187385
ENSMUSG00000073640,9,1,1.53057058722931,-0.734118685696653
ENSMUSG00000023904,4,1,1.84752162368256,-4.13975182977729
ENSMUSG00000001123,11,2,-0.468172112393798,0.321804008807608
ENSMUSG00000031827,4,1,2.31698687941986,-3.59710303751045
ENSMUSG00000030124,8,2,-0.78264586060089,3.92823203596062
ENSMUSG00000041355,1,1,-0.573690095830382,-0.840363499347499
ENSMUSG00000033192,8,2,-1.35888848631424,4.09857162031121
ENSMUSG00000075602,1,1,-0.797312417912902,-2.90002600160652
ENSMUSG00000031807,9,1,2.10978229911286,-1.10415384975486
ENSMUSG00000019978,6,2,-1.6562524716441,5.69080289396233
ENSMUSG00000045107,2,2,-0.20181135265869,3.07772263082452
ENSMUSG00000040048,1,1,0.510406097483217,-2.01117149797492
ENSMUSG00000024679,11,2,-0.157687583852233,0.956177673663565
ENSMUSG00000020849,1,1,-0.35713533489746,-0.826235771749547
ENSMUSG00000060550,7,1,4.17531021506745,-0.532075174723199
ENSMUSG00000028692,11,2,0.367213090967714,0.848227343882987
ENSMUSG00000090247,4,1,1.61672361762482,-4.94480816331916
ENSMUSG00000024660,10,1,-14.6543287429099,8.78527339490838
ENSMUSG00000089847,4,1,2.33515628249603,-3.87926641908698
ENSMUSG00000002043,9,1,0.545002779078065,-0.887348503444723
ENSMUSG00000025503,4,1,1.71281679542023,-4.89598766771369
ENSMUSG00000046031,9,1,0.53792413146454,-0.248492576752237
ENSMUSG00000043866,5,1,3.64616831214386,-2.18359903303199
ENSMUSG00000025647,5,1,3.97204788596588,-2.15775100198799
ENSMUSG00000079426,4,1,2.51575907142121,-3.9505404612165
ENSMUSG00000026656,2,2,-0.861670473504485,2.49408587011285
ENSMUSG00000042682,4,1,3.18242987067658,-4.13843957391792
ENSMUSG00000037720,2,2,-0.813990691590728,2.25299700292535
ENSMUSG00000032575,11,2,-0.419203558850707,-0.412713684711984
ENSMUSG00000060019,9,1,2.14735158355194,-0.886636831436685
ENSMUSG00000020372,7,1,4.27756269843537,-0.551518045936159
ENSMUSG00000035954,6,2,-1.8121046218161,6.2912500718493
ENSMUSG00000026872,6,2,-1.75801094799084,5.95201858076043
ENSMUSG00000024847,4,1,2.96878965766388,-4.23183075395637
ENSMUSG00000032562,4,1,2.68257053763825,-4.02553383318
ENSMUSG00000053560,6,2,-0.658710220742644,6.26760657819695
ENSMUSG00000042029,10,1,-14.5898622664694,8.23708232435174
ENSMUSG00000025144,1,1,-0.906741658139647,-2.0642757794004
ENSMUSG00000024334,2,2,0.10452659995514,3.19196756872124
ENSMUSG00000010307,2,2,-0.274260321546019,3.14353951009698
ENSMUSG00000020077,4,1,2.59971531302887,-4.44686380830818
ENSMUSG00000021807,9,1,2.57385214240509,-0.910565652523569
ENSMUSG00000044786,6,2,-0.718474486756743,6.23346456083245
ENSMUSG00000106918,4,1,2.22154744536835,-4.51748601404243
ENSMUSG00000028745,4,1,2.65516813666779,-4.09056297746711
ENSMUSG00000054428,1,1,-0.60827366440338,-1.32387117353492
ENSMUSG00000023010,2,2,0.019580086779176,2.5913124898333
ENSMUSG00000064360,10,1,-19.164839187551,-11.2490321776014
ENSMUSG00000020803,4,1,2.26659925849396,-4.25083652940803
ENSMUSG00000078713,1,1,-0.445208707738341,-3.01811615434699
ENSMUSG00000090553,1,1,-0.832674065518798,-2.83736554590278
ENSMUSG00000049775,4,1,1.93254836471039,-3.96280638185554
ENSMUSG00000005881,2,2,-0.325293818402709,2.01097186597771
ENSMUSG00000098557,8,2,-1.14610273568672,4.74210723432488
ENSMUSG00000046805,8,2,-1.38197506396812,3.80312903913445
ENSMUSG00000055553,5,1,5.11178978354889,-2.44399873224311
ENSMUSG00000025393,1,1,0.384454330515443,-1.52374140230232
ENSMUSG00000063234,2,2,-0.701845684934081,1.57025083097405
ENSMUSG00000029919,8,2,-1.46966336100143,5.17908748182244
ENSMUSG00000019494,1,1,-0.408862391400756,-2.74885705915504
ENSMUSG00000038965,3,1,2.10882934005219,-3.12133447137885
ENSMUSG00000055943,11,2,-0.417784849095763,0.376141987170645
ENSMUSG00000002107,6,2,-1.11711157290977,6.5455520966906
ENSMUSG00000034880,1,1,0.338913044046937,-1.89882198778205
ENSMUSG00000024737,6,2,-1.67738570450586,5.70874770673699
ENSMUSG00000045962,6,2,-1.2620150539164,6.48147376569695
ENSMUSG00000008333,11,2,-0.3791531714682,-0.428703286324075
ENSMUSG00000115801,6,2,-1.94743404715103,6.88428576978631
ENSMUSG00000071451,3,1,0.913673481058656,-2.47799567190223
ENSMUSG00000003814,2,2,-0.674309769559325,1.657576165523
ENSMUSG00000048277,2,2,-0.619536915708007,1.89076407941765
ENSMUSG00000028639,1,1,-0.897502938199462,-2.06966761556678
ENSMUSG00000037894,1,1,-1.27219326226753,-2.23382750955634
ENSMUSG00000050621,5,1,4.23803814322907,-2.22385064569526
ENSMUSG00000037361,3,1,0.28951104552704,-3.21896139589362
ENSMUSG00000071076,6,2,-0.68724254696411,6.31555446180291
ENSMUSG00000091649,1,1,-0.890848437238158,-1.57404557672553
ENSMUSG00000029616,11,2,-0.559084335256041,0.597473583545157
ENSMUSG00000057113,7,1,3.72490509421784,-0.601367168698839
ENSMUSG00000053641,6,2,-1.53324501394075,6.43633826765008
ENSMUSG00000020585,2,2,-0.607917526650847,1.99594434293694
ENSMUSG00000030766,6,2,-1.58797750985962,6.31832297834344
